iter	MultiClass
222	0.4324015254
223	0.4314005136
224	0.4303502212
225	0.4288351764
226	0.4274801486
227	0.4267486336
228	0.4258177139
229	0.4250657754
230	0.4242537803
231	0.4238551115
232	0.4226110987
233	0.4219487079
234	0.4210769733
235	0.4200645232
236	0.4192792418
237	0.4179317509
238	0.4168622249
239	0.4162759976
240	0.4158702722
241	0.4149771791
242	0.413950158
243	0.4131107316
244	0.4120406048
245	0.4115110595
246	0.4108863705
247	0.4103015739
248	0.409229833
249	0.4086868713
250	0.4076293784
251	0.4068288999
252	0.4060192718
253	0.4054862066
254	0.4050471151
255	0.404391961
256	0.4038842287
257	0.4033587723
258	0.4026247687
259	0.4019335439
260	0.4009661729
261	0.400303644
262	0.3995243452
263	0.3988576502
264	0.3981559853
265	0.3970544871
266	0.395948514
267	0.395309056
268	0.3943368199
269	0.3931141681
270	0.3926586443
271	0.3918231776
272	0.3910163619
273	0.3904836439
274	0.3895339392
275	0.3888466325
276	0.3878261611
277	0.3871505654
278	0.3862383982
279	0.3856378626
280	0.3851130288
281	0.3842314898
282	0.3833901251
283	0.3829677431
284	0.3822294357
285	0.3815012056
286	0.3808221656
287	0.3800694698
288	0.3792982894
289	0.3786627031
290	0.3782398103
291	0.3772961051
292	0.3764593372
293	0.3756062479
294	0.3751052636
295	0.3745775438
296	0.3737227824
297	0.37317908
298	0.3722401256
299	0.3717498217
300	0.3711787081
301	0.3701385388
302	0.3696873811
303	0.368599389
304	0.3674999935
305	0.3672755346
306	0.3665295158
307	0.3656015648
308	0.3648250049
309	0.3639163075
310	0.3624757234
311	0.3619862864
312	0.3614753067
313	0.3612009376
314	0.3606854764
315	0.3600057539
316	0.3590961419
317	0.3586542155
318	0.3581721858
319	0.3578237032
320	0.3575033385
321	0.3570505817
322	0.3561344762
323	0.3555400877
324	0.3546251348
325	0.3541807498
326	0.3536484839
327	0.3529203613
328	0.3526494423
329	0.3517177439
330	0.3513747974
331	0.3505943458
332	0.3498203557
333	0.3491661406
334	0.3482645935
335	0.347500137
336	0.3466084595
337	0.3459281048
338	0.345325293
339	0.344745197
340	0.3442964143
341	0.3436445803
342	0.3434034043
343	0.3430036532
344	0.3423159337
345	0.3418453
346	0.3415303649
347	0.340817189
348	0.3404048391
349	0.3396622526
350	0.3392744531
351	0.3384840641
352	0.3378563629
353	0.3373365973
354	0.3365772036
355	0.3359051607
356	0.3354780666
357	0.3345944396
358	0.3340727152
359	0.3335859883
360	0.3328599165
361	0.3323533043
362	0.3317894179
363	0.331220433
364	0.3307626858
365	0.3302876805
366	0.3296979814
367	0.3290121794
368	0.328753796
369	0.3284368489
370	0.3277403748
371	0.3271391233
372	0.326452178
373	0.3253102423
374	0.3247543941
375	0.324180309
376	0.3237471768
377	0.3231198557
378	0.3226304217
379	0.3219426232
380	0.3214159239
381	0.3210084507
382	0.3204877784
383	0.319668692
384	0.319003489
385	0.3186778783
386	0.318240024
387	0.3180167473
388	0.317345653
389	0.3169403488
390	0.3166253554
391	0.3160625739
392	0.3154146402
393	0.3145943198
394	0.314178371
395	0.3136259009
396	0.3128802889
397	0.3121904954
398	0.3116512621
399	0.3110960389
400	0.3105387892
401	0.3102845595
402	0.3096640675
403	0.3093441987
404	0.3088978854
405	0.3083247159
406	0.3078716442
407	0.3073136293
408	0.3068888881
409	0.305993458
410	0.3055524508
411	0.3052914867
412	0.3045481381
413	0.3042655997
414	0.3037136873
415	0.3032625323
416	0.3027902829
417	0.3022145593
418	0.3017709305
419	0.3012405326
420	0.3007459207
421	0.30037291
422	0.2998149641
423	0.2994368571
424	0.2984948863
425	0.2980015973
426	0.2972393623
427	0.2969447413
428	0.2964941407
429	0.2959631837
430	0.2956407356
431	0.2950268235
432	0.2947573167
433	0.2940640524
434	0.293591031
435	0.2930707267
436	0.2927791953
437	0.2921374234
438	0.2917007572
439	0.2911730013
440	0.2906925221
441	0.2904356415
442	0.2900016302
443	0.289439686
444	0.2888837627
445	0.2885514208
446	0.2882346393
447	0.287829043
448	0.2875316286
449	0.2869720456
450	0.2864667936
451	0.2860399539
452	0.2855080888
453	0.2846303277
454	0.2840186831
455	0.2835562512
456	0.2829133033
457	0.282583078
458	0.2820051889
459	0.2814146708
460	0.2809825016
461	0.2806138878
462	0.2799676583
463	0.2795535053
464	0.2791802373
465	0.2784221249
466	0.2779280316
467	0.2776294202
468	0.2771832983
469	0.2768317116
470	0.2763056718
471	0.2758960769
472	0.2755483304
473	0.2750523816
474	0.2747323143
475	0.2744300672
476	0.2739171213
477	0.273565318
478	0.2733622467
479	0.2729890819
480	0.2724035971
481	0.2720933627
482	0.2717930011
483	0.2713300873
484	0.2709364224
485	0.2705397977
486	0.2702663603
487	0.2699170388
488	0.269647009
489	0.2691800565
490	0.2686600979
491	0.2681352375
492	0.2677128067
493	0.2673552871
494	0.2669420777
495	0.2663790282
496	0.2661054758
497	0.2656459561
498	0.2653688618
499	0.2651057311
500	0.2648469424
501	0.2645770759
502	0.2642094487
503	0.2637052939
504	0.263340666
505	0.2629921984
506	0.2626610865
507	0.2623707917
508	0.2621208909
509	0.2619678849
510	0.2614861629
511	0.2609677899
512	0.2605527256
513	0.2600391691
514	0.2592828016
515	0.258785936
516	0.2586078862
517	0.2584433955
518	0.2581387606
519	0.2577298476
520	0.2572478062
521	0.2567042551
522	0.2564821625
523	0.255965456
524	0.2557072236
525	0.254947907
526	0.2546152943
527	0.2541922182
528	0.2539398845
529	0.2535569158
530	0.2532301912
531	0.2529038476
532	0.2526188519
533	0.2521095138
534	0.2519086653
535	0.2515522351
536	0.2511357368
537	0.2507780687
538	0.2506144377
539	0.2502660539
540	0.2499287744
541	0.2492726153
542	0.2489698394
543	0.2485697528
544	0.2483875912
545	0.24812895
546	0.2477307791
547	0.2474901753
548	0.2471305271
549	0.2468416607
550	0.2463965871
551	0.2460008478
552	0.2457335173
553	0.2454476655
554	0.2450720395
555	0.2448262163
556	0.2442972774
557	0.2440760539
558	0.2437506667
559	0.2434069053
560	0.2430947576
561	0.2427179363
562	0.2424305795
563	0.2421297024
564	0.2418089905
565	0.2414613975
566	0.2410420842
567	0.2408639426
568	0.2407274202
569	0.2406081241
570	0.2404006366
571	0.2401215934
572	0.2397721779
573	0.2394475577
574	0.2391579847
575	0.2387901488
576	0.238543104
577	0.2382220493
578	0.2379223331
579	0.237529604
580	0.2370823504
581	0.236802026
582	0.2366377171
583	0.2363214645
584	0.2359719414
585	0.23564661
586	0.2354217461
587	0.2348501895
588	0.234578768
589	0.2343804466
590	0.2342232538
591	0.2339794293
592	0.2337532185
593	0.2330403404
594	0.2325871063
595	0.2322938459
596	0.2319009883
597	0.2316372275
598	0.2312438445
599	0.2308983636
600	0.2305344878
601	0.2302579991
602	0.2299861414
603	0.2296724365
604	0.2293768045
605	0.2289729142
606	0.2287471497
607	0.2283983691
608	0.2282525492
609	0.2280452989
610	0.2275539193
611	0.2273510767
612	0.22705914
613	0.2266803895
614	0.2264060136
615	0.2261352335
616	0.2258969421
617	0.2252512396
618	0.2249823914
619	0.2245915518
620	0.2244052319
621	0.22405655
622	0.2237419772
623	0.2233769847
624	0.2229868987
625	0.2227043365
626	0.2224016097
627	0.2220924631
628	0.2218157992
629	0.2214910617
630	0.221202806
631	0.2208459819
632	0.2206231072
633	0.220309072
634	0.2199818641
635	0.2198110883
636	0.2194976927
637	0.2193434146
638	0.2190884737
639	0.2188936879
640	0.2187072907
641	0.218518267
642	0.2182677695
643	0.2179601097
644	0.2177543534
645	0.2173445203
646	0.2170227959
647	0.2168791106
648	0.2166091314
649	0.2164514118
650	0.2161208655
651	0.2159093283
652	0.2156517156
653	0.2154496812
654	0.2152542314
655	0.2149258526
656	0.2147200126
657	0.2144792595
658	0.2141472355
659	0.2138782964
660	0.2134899977
661	0.2133110261
662	0.2129892935
663	0.2127493644
664	0.212322523
665	0.2120257506
666	0.21180496
667	0.2114545102
668	0.2111985807
669	0.2109045318
670	0.2106970036
671	0.2103378975
672	0.2100550311
673	0.2097737379
674	0.2093944333
675	0.2091444956
676	0.2088992843
677	0.2085639435
678	0.2084179158
679	0.2082263955
680	0.2080235278
681	0.2076374473
682	0.207409247
683	0.2071050328
684	0.2068607976
685	0.206722166
686	0.2065558734
687	0.2063151841
688	0.2060856775
689	0.2057375328
690	0.2054157515
691	0.2052367654
692	0.204856986
693	0.2045360316
694	0.2042339217
695	0.2040124613
696	0.2036207545
697	0.2033557157
698	0.2032008587
699	0.2029783363
700	0.2025650178
701	0.2024170065
702	0.2020652269
703	0.2018264398
704	0.2015661169
705	0.2011619509
706	0.2007849242
707	0.2005782967
708	0.2003881889
709	0.2000911021
710	0.1999244101
711	0.1996615923
712	0.1993049383
713	0.1991384764
714	0.1989707366
715	0.1987646316
716	0.198365016
717	0.1980413831
718	0.197825296
719	0.1974467439
720	0.1972001244
721	0.1971168472
722	0.1969378302
723	0.1967425016
724	0.1965308519
725	0.1961628811
726	0.1958042079
727	0.1956673313
728	0.1955486812
729	0.1952432251
730	0.1948374722
731	0.1946601454
732	0.1944434477
733	0.1941010486
734	0.1938409532
735	0.1935505975
736	0.1933310369
737	0.1930187485
738	0.1927267595
739	0.1925668469
740	0.1923457202
741	0.1921518211
742	0.191763527
743	0.1916660735
744	0.1914785652
745	0.1910709191
746	0.1907552119
747	0.190506534
748	0.1903252308
749	0.1901944485
750	0.1899397132
751	0.1897404769
752	0.1894773736
753	0.1894169659
754	0.1889923963
755	0.188610011
756	0.1884039896
757	0.1881443574
758	0.1879918521
759	0.1876859489
760	0.1874726379
761	0.1873194936
762	0.1870490823
763	0.1868835762
764	0.1866034695
765	0.1863990666
766	0.1862039796
767	0.1859753366
768	0.1857503206
769	0.1855920044
770	0.1854506698
771	0.1853219223
772	0.1850204433
773	0.184765017
774	0.1845575252
775	0.184405118
776	0.1841693956
777	0.1840405109
778	0.1839295286
779	0.1836746773
780	0.1834196817
781	0.183203034
782	0.1830344255
783	0.1827660995
784	0.18248497
785	0.1822828965
786	0.1820757822
787	0.1818927195
788	0.1816669634
789	0.1814375516
790	0.1811096427
791	0.1808865395
792	0.1806647377
793	0.1803341279
794	0.1802253591
795	0.1800892848
796	0.1799028397
797	0.1795595412
798	0.1793537134
799	0.1791650493
800	0.1789528939
801	0.1786017109
802	0.1784312347
803	0.1781620963
804	0.1779629986
805	0.1778489383
806	0.1776140498
807	0.1773787883
808	0.1771334875
809	0.1767335441
810	0.1765508128
811	0.176453148
812	0.1762795049
813	0.1761162993
814	0.175979113
815	0.1756427517
816	0.1753986262
817	0.1752873661
818	0.1750220875
819	0.1748819732
820	0.1745185344
821	0.174294371
822	0.174171135
823	0.1738733878
824	0.1736808158
825	0.17348383
826	0.1733452547
827	0.1731737879
828	0.1729524139
829	0.1727392989
830	0.172443539
831	0.1721235335
832	0.171896732
833	0.1717458376
834	0.1713587092
835	0.1711652903
836	0.170962355
837	0.1708230666
838	0.17073359
839	0.1705807063
840	0.1703491046
841	0.170085138
842	0.1699479366
843	0.1697976522
844	0.1696737009
845	0.1695202606
846	0.1692630628
847	0.1691611704
848	0.1688303876
849	0.1686527777
850	0.1684376282
851	0.1682670424
852	0.1680313867
853	0.1678354671
854	0.1677497614
855	0.1676009371
856	0.167320491
857	0.1670524589
858	0.1668690412
859	0.1665477458
860	0.166429496
861	0.1661531334
862	0.1659678816
863	0.1657056748
864	0.1655141099
865	0.1653088566
866	0.1651480119
867	0.1648612176
868	0.1647568265
869	0.1645756469
870	0.1642282643
871	0.1640387626
872	0.1637264002
873	0.1635060306
874	0.1632755495
875	0.16313725
876	0.1628463233
877	0.1626973266
878	0.1625330366
879	0.1623610674
880	0.1621761529
881	0.1620357619
882	0.1617456455
883	0.1616456494
884	0.1613700404
885	0.1612615493
886	0.1610440158
887	0.1609022687
888	0.1606636401
889	0.1605611949
890	0.160381568
891	0.1602232921
892	0.1601182628
893	0.1600100942
894	0.1597975637
895	0.1596907138
896	0.1595605157
897	0.1594481064
898	0.1591442537
899	0.1589237369
900	0.1587737487
901	0.1585890207
902	0.1584204508
903	0.1581788918
904	0.1580326633
905	0.1578375545
906	0.1577051435
907	0.1574811752
908	0.1573936662
909	0.1572787493
910	0.1570293276
911	0.1568760129
912	0.1567597586
913	0.1566071057
914	0.1563585189
915	0.156201203
916	0.1559950624
917	0.155904774
918	0.1556736575
919	0.1555159744
920	0.1554141895
921	0.155228143
922	0.1550790641
923	0.1549532722
924	0.1547932926
925	0.154604146
926	0.1542789277
927	0.1541742033
928	0.1539938884
929	0.1537021016
930	0.1535558332
931	0.1533640696
932	0.153188831
933	0.1529557197
934	0.1528454303
935	0.1526119178
936	0.1524673912
937	0.1522836079
938	0.1521626672
939	0.152055202
940	0.1519544129
941	0.151741177
942	0.1515850323
943	0.1513153937
944	0.1512481437
945	0.1511082445
946	0.1509127981
947	0.1507872712
948	0.150575884
949	0.1504525271
950	0.1501293998
951	0.1499143994
952	0.149717179
953	0.1495052838
954	0.1493562832
955	0.1492423907
956	0.1490587423
957	0.1488739327
958	0.1487020058
959	0.1485541548
960	0.1483422674
961	0.1481664086
962	0.147871829
963	0.1478011804
964	0.1476161408
965	0.1475163372
966	0.1473531952
967	0.1471344973
968	0.1470003405
969	0.14689174
970	0.1467170246
971	0.1466524174
972	0.1464716676
973	0.146244742
974	0.1461607841
975	0.1460260345
976	0.1459407175
977	0.1456969731
978	0.145529426
979	0.1453618584
980	0.1451820978
981	0.1449066752
982	0.1448174056
983	0.1447280048
984	0.1446193986
985	0.1445138045
986	0.1444530308
987	0.1443613549
988	0.1442542032
989	0.1440101806
990	0.1439295793
991	0.1438359096
992	0.1437233965
993	0.1435315649
994	0.1434317053
995	0.1432742066
996	0.1431104025
997	0.1429463539
998	0.1428517554
999	0.1426604104
